"","coefficient"
"alterations_PABPC1",0
"alterations_PACRG",0
"alterations_PADI2",0
"alterations_PAEP",0
"alterations_PAFAH1B1",0
"alterations_PAFAH1B2",0
"alterations_PAIP2",0
"alterations_PAK1",0
"alterations_PAK7",0
"alterations_PALB2",0
"alterations_PANX2",0
"alterations_PARK2",0
"alterations_PARK7",0
"alterations_PARM1",0
"alterations_PARP1",0
"alterations_PATZ1",0
"alterations_PAWR",0
"alterations_PAX2",0
"alterations_PAX3",0
"alterations_PAX4",0
"alterations_PAX5",0
"alterations_PAX6",0
"alterations_PAX7",0
"alterations_PAX8",0
"alterations_PBK",0
"alterations_PBRM1",0
"alterations_PBX1",0
"alterations_PBX2",0
"alterations_PCBP1",0
"alterations_PCDH10",0
"alterations_PCDH17",0
"alterations_PCDH8",0
"alterations_PCDH9",0
"alterations_PCDHGC3",0
"alterations_PCGF2",0
"alterations_PCM1",0
"alterations_PDCD1LG2",0
"alterations_PDCD4",0
"alterations_PDCD5",0
"alterations_PDE4DIP",0
"alterations_PDGFB",0
"alterations_PDGFRA",0
"alterations_PDGFRB",0
"alterations_PDGFRL",0
"alterations_PDLIM4",0
"alterations_PDS5B",0
"alterations_PDSS2",0
"alterations_PDX1",0
"alterations_PDZK1IP1",0
"alterations_PEA15",0
"alterations_PEBP1",0
"alterations_PEG3",0
"alterations_PELP1",0
"alterations_PER1",0
"alterations_PER2",0
"alterations_PFN1",0
"alterations_PFN1P3",0
"alterations_PGR",0
"alterations_PGRMC2",0
"alterations_PHACTR4",0
"alterations_PHB",0
"alterations_PHC3",0
"alterations_PHF6",0
"alterations_PHLDA2",0
"alterations_PHLDA3",0
"alterations_PHLPP1",0
"alterations_PHLPP2",0
"alterations_PHOX2A",0
"alterations_PHOX2B",0
"alterations_PIAS1",0
"alterations_PICALM",0
"alterations_PIGU",0
"alterations_PIK3CA",0
"alterations_PIK3CB",0
"alterations_PIK3CG",0
"alterations_PIK3R1",0
"alterations_PIK3R2",0
"alterations_PIM1",0
"alterations_PIM2",0
"alterations_PIM3",0
"alterations_PIN1",0
"alterations_PINX1",0
"alterations_PIR",0
"alterations_PITX2",0
"alterations_PIWIL1",0
"alterations_PIWIL2",0
"alterations_PKD1",0
"alterations_PKNOX1",0
"alterations_PLA2G16",0
"alterations_PLA2G2A",0
"alterations_PLA2G7",0
"alterations_PLA2R1",0
"alterations_PLAG1",0
"alterations_PLAGL1",0
"alterations_PLAGL2",0
"alterations_PLCB3",0
"alterations_PLCB4",0
"alterations_PLCD1",0
"alterations_PLCE1",0
"alterations_PLCG1",0
"alterations_PLD1",0
"alterations_PLEKHO1",0
"alterations_PLK1",0
"alterations_PLK2",0
"alterations_PLXNB1",0
"alterations_PLXNB2",0
"alterations_PLXNC1",0
"alterations_PML",0
"alterations_PMS1",0
"alterations_PMS2",0
"alterations_PNN",0
"alterations_POLD1",0
"alterations_POLE",0
"alterations_POLG",0
"alterations_POLQ",0
"alterations_POLRMT",0
"alterations_POT1",0
"alterations_POU2AF1",0
"alterations_POU2F3",0
"alterations_POU5F1",0
"alterations_POU6F2",0
"alterations_PPARA",0
"alterations_PPARG",0
"alterations_PPFIBP1",0
"alterations_PPM1A",0
"alterations_PPM1D",0
"alterations_PPM1L",0
"alterations_PPP1CA",0
"alterations_PPP1R10",0
"alterations_PPP1R13L",0
"alterations_PPP1R14A",0
"alterations_PPP1R1B",0
"alterations_PPP2CA",0
"alterations_PPP2CB",0
"alterations_PPP2R1A",0
"alterations_PPP2R1B",0
"alterations_PPP2R2C",0
"alterations_PPP2R4",0
"alterations_PPP2R5C",0
"alterations_PPP3CC",0
"alterations_PPP6C",0
"alterations_PRAME",0
"alterations_PRCC",0
"alterations_PRDM1",0
"alterations_PRDM10",0
"alterations_PRDM11",0
"alterations_PRDM12",0
"alterations_PRDM13",0
"alterations_PRDM14",0
"alterations_PRDM15",0
"alterations_PRDM16",0
"alterations_PRDM2",0
"alterations_PRDM4",0
"alterations_PRDM5",0
"alterations_PRDM8",0
"alterations_PRDM9",0
"alterations_PREX2",0
"alterations_PRF1",0
"alterations_PRICKLE1",0
"alterations_PRKAA1",0
"alterations_PRKAA2",0
"alterations_PRKACA",0
"alterations_PRKAR1A",0
"alterations_PRKCA",0
"alterations_PRKCB",0
"alterations_PRKCD",0
"alterations_PRKCDBP",0
"alterations_PRKCE",0
"alterations_PRKCI",-0.0136419552269536
"alterations_PRMT5",0
"alterations_PRODH",0
"alterations_PROX1",0
"alterations_PRPF40B",0
"alterations_PRR5",0
"alterations_PRRX1",0
"alterations_PSIP1",0
"alterations_PSMD10",0
"alterations_PTCH1",0
"alterations_PTCH2",0
"alterations_PTEN",0
"alterations_PTENP1",0
"alterations_PTGDR",0
"alterations_PTK2B",0
"alterations_PTK6",0
"alterations_PTK7",0
"alterations_PTMA",0
"alterations_PTP4A2",0
"alterations_PTP4A3",0
"alterations_PTPDC1",0
"alterations_PTPN1",0
"alterations_PTPN11",0
"alterations_PTPN12",0
"alterations_PTPN13",0
"alterations_PTPN2",0
"alterations_PTPN23",0
"alterations_PTPN6",0
"alterations_PTPRB",0
"alterations_PTPRC",0
"alterations_PTPRD",0
"alterations_PTPRJ",0
"alterations_PTPRK",0
"alterations_PTPRT",0
"alterations_PTTG1",0
"alterations_PTTG1IP",0
"alterations_PWWP2A",0
"alterations_PYCARD",0
"alterations_PYHIN1",0
"alterations_QKI",0
"alterations_RAB11A",0
"alterations_RAB18",0
"alterations_RAB22A",0
"alterations_RAB23",0
"alterations_RAB25",0
"alterations_RAB7A",0
"alterations_RAB8A",0
"alterations_RABEP1",0
"alterations_RAC1",0
"alterations_RAD17",0
"alterations_RAD21",0
"alterations_RAD23B",0
"alterations_RAD51B",0
"alterations_RAD51C",0
"alterations_RAF1",0
"alterations_RALGDS",0
"alterations_RANBP2",0
"alterations_RANBP9",0
"alterations_RAP1A",0
"alterations_RAP1GAP",0
"alterations_RAP1GDS1",0
"alterations_RARA",0
"alterations_RARB",0
"alterations_RARRES3",0
"alterations_RASA1",0
"alterations_RASAL1",0
"alterations_RASAL2",0
"alterations_RASL10A",0
"alterations_RASL10B",0
"alterations_RASSF1",0
"alterations_RASSF2",0
"alterations_RASSF3",0
"alterations_RASSF4",0
"alterations_RASSF5",0
"alterations_RASSF8",0
"alterations_RB1",0
"alterations_RB1CC1",0
"alterations_RBBP7",0
"alterations_RBBP8",0
"alterations_RBL1",0
"alterations_RBL2",0
"alterations_RBM10",0
"alterations_RBM14",0
"alterations_RBM15",0
"alterations_RBM38",0
"alterations_RBM4",0
"alterations_RBM5",0
"alterations_RBM6",0
"alterations_RBMS3",0
"alterations_RBMX",0
"alterations_RBP1",0
"alterations_RCHY1",0
"alterations_RECK",0
"alterations_RECQL4",0
"alterations_REL",0
"alterations_RERE",0
"alterations_RET",0
"alterations_RFC1",0
"alterations_RFC3",0
"alterations_RFWD2",0
"alterations_RFWD3",0
"alterations_RGL4",0
"alterations_RGPD3",0
"alterations_RGR",0
"alterations_RGS7",0
"alterations_RHEB",0
"alterations_RHO",0
"alterations_RHOA",0
"alterations_RHOB",0
"alterations_RHOBTB2",0
"alterations_RHOH",0
"alterations_RING1",0
"alterations_RINT1",0
"alterations_RIT1",0
"alterations_RITA1",0
"alterations_RMI2",0
"alterations_RNASEL",0
"alterations_RNASET2",0
"alterations_RND3",0
"alterations_RNF111",0
"alterations_RNF144A",0
"alterations_RNF180",0
"alterations_RNF213",0
"alterations_RNF43",0
"alterations_RNF8",0
"alterations_RNH1",0
"alterations_ROBO1",0
"alterations_ROBO2",0
"alterations_ROCK1",0
"alterations_ROR2",0
"alterations_ROS1",0
"alterations_RPA1",0
"alterations_RPL10",0
"alterations_RPL11",0
"alterations_RPL22",0
"alterations_RPL23",0
"alterations_RPL5",0
"alterations_RPN1",0
"alterations_RPRM",0
"alterations_RPS6KA2",0
"alterations_RPS6KA3",0
"alterations_RPS6KA6",0
"alterations_RQCD1",0
"alterations_RRAS",0
"alterations_RRAS2",0
"alterations_RSF1",0
"alterations_RSPO2",0
"alterations_RSPO3",0
"alterations_RTN4",0
"alterations_RTN4IP1",0
"alterations_RUNX1",0
"alterations_RUNX1T1",0
"alterations_RUNX2",0
"alterations_RUNX3",0
"alterations_RXRA",0
"alterations_S100A11",0
"alterations_S100A2",0
"alterations_S100A4",0
"alterations_S100A7",0
"alterations_S100A8",0
"alterations_SAA1",0
"alterations_SAFB",0
"alterations_SAFB2",0
"alterations_SAG",0
"alterations_SALL2",0
"alterations_SALL4",0
"alterations_SAMD9L",0
"alterations_SART3",0
"alterations_SASH1",0
"alterations_SATB1",0
"alterations_SBDS",0
"alterations_SBSN",0
"alterations_SCAF4",0
"alterations_SCRIB",0
"alterations_SCUBE2",0
"alterations_SCYL1",0
"alterations_SDC4",0
"alterations_SDHA",0
"alterations_SDHAF2",0
"alterations_SDHB",0
"alterations_SDHC",0
"alterations_SDHD",0
"alterations_SEC14L2",0
"alterations_SEC62",0
"alterations_SELENBP1",0
"alterations_SEMA3B",0
"alterations_SEMA3F",0
"alterations_SEPT4",0
"alterations_SEPT5",0
"alterations_SEPT6",0
"alterations_SEPT9",0
"alterations_SERPINB5",0
"alterations_SERPINI2",0
"alterations_SERTAD1",0
"alterations_SERTAD2",0
"alterations_SERTAD3",0
"alterations_SET",0
"alterations_SETBP1",0
"alterations_SETD2",0
"alterations_SETDB1",0
"alterations_SF1",0
"alterations_SF3B1",0
"alterations_SFN",0
"alterations_SFPQ",0
"alterations_SFRP1",0
"alterations_SFRP2",0
"alterations_SFRP4",0
"alterations_SFRP5",0
"alterations_SGK1",0
"alterations_SGMS1",0
"alterations_SH2B3",0
"alterations_SH3GL1",0
"alterations_SH3GLB1",0
"alterations_SHISA3",0
"alterations_SHPRH",0
"alterations_SHQ1",0
"alterations_SIAH1",0
"alterations_SIK1",0
"alterations_SIN3A",0
"alterations_SIRPA",0
"alterations_SIRT1",0
"alterations_SIRT2",0
"alterations_SIRT3",0
"alterations_SIRT4",0
"alterations_SIRT6",0
"alterations_SIX1",0
"alterations_SIX2",0
"alterations_SKI",0
"alterations_SKIL",0
"alterations_SKP2",0
"alterations_SLC12A5",0
"alterations_SLC34A2",0
"alterations_SLC39A1",0
"alterations_SLC39A4",0
"alterations_SLC3A2",0
"alterations_SLC45A3",0
"alterations_SLC5A8",0
"alterations_SLC9A3R1",0
"alterations_SLIT2",0
"alterations_SLX4",0
"alterations_SMAD2",0
"alterations_SMAD3",0
"alterations_SMAD4",0
"alterations_SMARCA1",0
"alterations_SMARCA2",0
"alterations_SMARCA4",0
"alterations_SMARCB1",0
"alterations_SMARCC1",0
"alterations_SMARCD1",0
"alterations_SMARCE1",0
"alterations_SMC1A",0
"alterations_SMC3",0
"alterations_SMCHD1",0
"alterations_SMO",0
"alterations_SMR3B",0
"alterations_SMURF1",0
"alterations_SMYD4",0
"alterations_SNAI1",0
"alterations_SNCG",0
"alterations_SND1",0
"alterations_SNX29",0
"alterations_SOCS3",0
"alterations_SOD2",0
"alterations_SOS1",0
"alterations_SOX1",0
"alterations_SOX15",0
"alterations_SOX17",0
"alterations_SOX2",0
"alterations_SOX4",0
"alterations_SOX7",0
"alterations_SOX9",0
"alterations_SP100",0
"alterations_SPAG9",0
"alterations_SPARC",0
"alterations_SPARCL1",0
"alterations_SPATA4",0
"alterations_SPECC1",0
"alterations_SPEN",0
"alterations_SPI1",0
"alterations_SPINK7",0
"alterations_SPINT2",0
"alterations_SPOP",0
"alterations_SPRY2",0
"alterations_SPRY4",0
"alterations_SPTA1",0
"alterations_SPTAN1",0
"alterations_SPTBN1",0
"alterations_SQSTM1",0
"alterations_SRC",0
"alterations_SREBF1",0
"alterations_SRGAP3",0
"alterations_SRPX",0
"alterations_SRSF1",0
"alterations_SRSF2",0
"alterations_SRSF3",0
"alterations_SRSF6",0
"alterations_SS18",0
"alterations_SS18L1",0
"alterations_SSBP2",0
"alterations_SSX1",0
"alterations_ST13",0
"alterations_ST20",0
"alterations_ST5",0
"alterations_ST7",0
"alterations_STAG1",0
"alterations_STAG2",0
"alterations_STARD13",0
"alterations_STAT1",0
"alterations_STAT3",0
"alterations_STAT5A",0
"alterations_STAT5B",0
"alterations_STAT6",0
"alterations_STIL",0
"alterations_STK10",0
"alterations_STK11",0
"alterations_STRA6",0
"alterations_STRADA",0
"alterations_STRN",0
"alterations_STUB1",0
"alterations_STYK1",0
"alterations_SUFU",0
"alterations_SUZ12",0
"alterations_SWAP70",0
"alterations_SYK",0
"alterations_SYNM",0
"alterations_SYNPO2",0
"alterations_SYT1",0
"alterations_SYT13",0
"alterations_TAC1",0
"alterations_TACSTD2",0
"alterations_TAF1",0
"alterations_TAF15",0
"alterations_TAGLN",0
"alterations_TAL1",0
"alterations_TAL2",0
"alterations_TALDO1",0
"alterations_TANK",0
"alterations_TAT",0
"alterations_TAZ",0
"alterations_TBC1D1",0
"alterations_TBC1D15",0
"alterations_TBC1D3",0
"alterations_TBC1D3C",0
"alterations_TBC1D7",0
"alterations_TBL1XR1",0
"alterations_TBL2",0
"alterations_TBRG1",0
"alterations_TBX2",0
"alterations_TBX3",0
"alterations_TBX5",0
"alterations_TCEA1",0
"alterations_TCEB1",0
"alterations_TCEB3",0
"alterations_TCF12",0
"alterations_TCF3",0
"alterations_TCF4",0
"alterations_TCF7L2",0
"alterations_TCHP",0
"alterations_TCL1A",0
"alterations_TCL1B",0
"alterations_TCL6",0
"alterations_TCP1",0
"alterations_TDGF1",0
"alterations_TEC",0
"alterations_TERT",0
"alterations_TES",0
"alterations_TET1",0
"alterations_TET2",0
"alterations_TFAP2A",0
"alterations_TFCP2",0
"alterations_TFE3",0
"alterations_TFEB",0
"alterations_TFG",0
"alterations_TFPI2",0
"alterations_TFPT",0
"alterations_TFRC",0
"alterations_TGFB1",0
"alterations_TGFBI",0
"alterations_TGFBR2",0
"alterations_TGFBR3",0
"alterations_TGIF1",0
"alterations_TGM3",0
"alterations_THBD",0
"alterations_THBS1",0
"alterations_THRA",0
"alterations_THRAP3",0
"alterations_THRB",0
"alterations_THSD1",0
"alterations_THY1",0
"alterations_TIMP3",0
"alterations_TKTL1",0
"alterations_TLE1",0
"alterations_TLR4",0
"alterations_TLX1",0
"alterations_TLX3",0
"alterations_TMEFF1",0
"alterations_TMEFF2",0
"alterations_TMEM127",0
"alterations_TMEM140",0
"alterations_TMPRSS11A",0
"alterations_TMPRSS2",0
"alterations_TMPRSS6",0
"alterations_TMSB4X",0
"alterations_TNC",0
"alterations_TNFAIP3",0
"alterations_TNFAIP8L2",0
"alterations_TNFRSF10A",0
"alterations_TNFRSF10B",0
"alterations_TNFRSF12A",0
"alterations_TNFRSF14",0
"alterations_TNFRSF17",0
"alterations_TNFRSF18",0
"alterations_TNFRSF1B",0
"alterations_TNFSF12",0
"alterations_TNFSF9",0
"alterations_TNK1",0
"alterations_TNS4",0
"alterations_TOM1L2",0
"alterations_TOP1",0
"alterations_TOPORS",0
"alterations_TP53",0
"alterations_TP53BP1",0
"alterations_TP53BP2",0
"alterations_TP53INP1",0
"alterations_TP63",0
"alterations_TP73",0
"alterations_TPD52",0
"alterations_TPM3",0
"alterations_TPM4",0
"alterations_TPR",0
"alterations_TPTE2",0
"alterations_TRAF3",0
"alterations_TRAF6",0
"alterations_TRAF7",0
"alterations_TREH",0
"alterations_TREX2",0
"alterations_TRIB1",0
"alterations_TRIB2",0
"alterations_TRIM13",0
"alterations_TRIM15",0
"alterations_TRIM24",0
"alterations_TRIM27",0
"alterations_TRIM28",0
"alterations_TRIM3",0
"alterations_TRIM31",0
"alterations_TRIM32",0
"alterations_TRIM33",0
"alterations_TRIM35",0
"alterations_TRIM62",0
"alterations_TRIM8",0
"alterations_TRIO",0
"alterations_TRIP11",0
"alterations_TRIP6",0
"alterations_TRIT1",0
"alterations_TRRAP",0
"alterations_TSC1",0
"alterations_TSC2",0
"alterations_TSC22D1",0
"alterations_TSG101",0
"alterations_TSHR",0
"alterations_TSLP",0
"alterations_TSPAN1",0
"alterations_TSPAN13",0
"alterations_TSPAN32",0
"alterations_TSPY1",0
"alterations_TSSC4",0
"alterations_TTC4",0
"alterations_TTF1",0
"alterations_TWIST1",0
"alterations_TXN",0
"alterations_TXNIP",0
"alterations_TYMS",0
"alterations_TYRP1",0
"alterations_U2AF1",0
"alterations_UBE2C",0
"alterations_UBE3C",0
"alterations_UBE4B",0
"alterations_UBIAD1",0
"alterations_UBR5",0
"alterations_UCHL1",0
"alterations_UFL1",0
"alterations_UHRF1",0
"alterations_UHRF2",0
"alterations_UIMC1",0
"alterations_UNC5A",0
"alterations_UNC5B",0
"alterations_UNC5C",0
"alterations_UNC5D",0
"alterations_UNCX",0
"alterations_URI1",0
"alterations_USP12",0
"alterations_USP22",0
"alterations_USP33",0
"alterations_USP4",0
"alterations_USP44",0
"alterations_USP6",0
"alterations_USP8",0
"alterations_USP9X",0
"alterations_UVRAG",0
"alterations_VAV1",0
"alterations_VAV2",0
"alterations_VAV3",0
"alterations_VDR",0
"alterations_VEGFA",0
"alterations_VEZT",0
"alterations_VHL",0
"alterations_VIL1",0
"alterations_VIM",0
"alterations_VPS53",0
"alterations_VSNL1",0
"alterations_VTI1A",0
"alterations_VTRNA2.1",0
"alterations_VWA5A",0
"alterations_WAS",0
"alterations_WDR11",0
"alterations_WDR48",0
"alterations_WHSC1",0
"alterations_WHSC1L1",0
"alterations_WIF1",0
"alterations_WISP1",0
"alterations_WISP3",0
"alterations_WNK2",0
"alterations_WNT10A",0
"alterations_WNT10B",0
"alterations_WNT11",0
"alterations_WNT2",0
"alterations_WNT3",0
"alterations_WNT5A",0
"alterations_WNT7A",0
"alterations_WRN",0
"alterations_WT1",0
"alterations_WWOX",0
"alterations_WWTR1",0
"alterations_XAF1",0
"alterations_XIAP",0
"alterations_XIST",0
"alterations_XPA",0
"alterations_XPC",0
"alterations_XPO1",0
"alterations_XPO5",0
"alterations_XRCC5",0
"alterations_YAP1",0
"alterations_YBX1",0
"alterations_YEATS4",0
"alterations_YES1",0
"alterations_YPEL3",0
"alterations_YWHAE",0
"alterations_YWHAG",0
"alterations_YWHAQ",0
"alterations_YWHAZ",0
"alterations_YY1",0
"alterations_YY1AP1",0
"alterations_ZBTB16",0
"alterations_ZBTB18",0
"alterations_ZBTB20",0
"alterations_ZBTB4",0
"alterations_ZBTB48",0
"alterations_ZBTB7A",0
"alterations_ZBTB7B",0
"alterations_ZBTB7C",0
"alterations_ZC3H10",0
"alterations_ZC3H12A",0
"alterations_ZCCHC12",0
"alterations_ZCCHC8",0
"alterations_ZDHHC2",0
"alterations_ZEB1",0
"alterations_ZFAND4",0
"alterations_ZFHX3",0
"alterations_ZFP36",0
"alterations_ZFP36L1",0
"alterations_ZFP36L2",0
"alterations_ZFP82",0
"alterations_ZHX2",0
"alterations_ZIC1",0
"alterations_ZIC2",0
"alterations_ZMYM2",0
"alterations_ZMYM3",0
"alterations_ZMYND10",0
"alterations_ZMYND11",0
"alterations_ZNF133",0
"alterations_ZNF185",0
"alterations_ZNF217",0
"alterations_ZNF268",0
"alterations_ZNF292",0
"alterations_ZNF331",0
"alterations_ZNF366",0
"alterations_ZNF382",0
"alterations_ZNF384",0
"alterations_ZNF429",0
"alterations_ZNF479",0
"alterations_ZNF521",0
"alterations_ZNF668",0
"alterations_ZNF703",0
"alterations_ZNF750",0
"alterations_ZNHIT6",0
"alterations_ZNRF3",0
"alterations_ZRSR2",0
"alterations_ZYX",0
"microbiome_Acaricomes",0
"microbiome_Acaryochloris",0
"microbiome_Acetivibrio",0
"microbiome_Acetobacter",0
"microbiome_Acetohalobium",0
"microbiome_Acetonema",0
"microbiome_Acholeplasma",0
"microbiome_Achromobacter",0
"microbiome_Acidaminococcus",0
"microbiome_Acidihalobacter",0
"microbiome_Acidimicrobium",0
"microbiome_Acidithiobacillus",0
"microbiome_Acidithrix",0
"microbiome_Acidobacterium",0
"microbiome_Acidocella",0
"microbiome_Acidothermus",0
"microbiome_Aciduliprofundum",0
"microbiome_Actibacterium",0
"microbiome_Actinoalloteichus",0
"microbiome_Actinobacillus",0
"microbiome_Actinobaculum",0
"microbiome_Actinocatenispora",0
"microbiome_Actinokineospora",0
"microbiome_Actinomadura",0
"microbiome_Actinomyces",0
"microbiome_Actinomycetospora",0
"microbiome_Actinoplanes",0
"microbiome_Actinopolymorpha",0
"microbiome_Actinopolyspora",0
"microbiome_Actinospica",0
"microbiome_Actinosynnema",0
"microbiome_Actinotalea",0
"microbiome_Actinotignum",0
"microbiome_Adhaeribacter",0
"microbiome_Adlercreutzia",0
"microbiome_Advenella",0
"microbiome_Aeribacillus",0
"microbiome_Aerococcus",0
"microbiome_Aeromonas",0
"microbiome_Aestuariimicrobium",0
"microbiome_Aestuariivita",0
"microbiome_Afifella",0
"microbiome_Agarivorans",0
"microbiome_Aggregatibacter",0
"microbiome_Agreia",0
"microbiome_Agrobacterium",0
"microbiome_Agrococcus",0
"microbiome_Agromyces",0
"microbiome_Ahrensia",0
"microbiome_Alfamovirus",0
"microbiome_Algibacter",0
"microbiome_Algicola",0
"microbiome_Algiphilus",0
"microbiome_Algoriphagus",0
"microbiome_Aliagarivorans",0
"microbiome_Alicycliphilus",0
"microbiome_Alicyclobacillus",0
"microbiome_Aliiglaciecola",0
"microbiome_Aliihoeflea",0
"microbiome_Aliiroseovarius",0
"microbiome_Alishewanella",0
"microbiome_Alistipes",0
"microbiome_Aliterella",0
"microbiome_Alkalibacterium",0
"microbiome_Alkaliflexus",0
"microbiome_Alkalilimnicola",0
"microbiome_Alkanindiges",0
"microbiome_Allexivirus",0
"microbiome_Alloactinosynnema",0
"microbiome_Allobaculum",0
"microbiome_Allochromatium",0
"microbiome_Allofustis",0
"microbiome_Alloiococcus",0
"microbiome_Allokutzneria",0
"microbiome_Alloprevotella",0
"microbiome_Allosalinactinospora",0
"microbiome_Alphacoronavirus",0
"microbiome_Alphaentomopoxvirus",0
"microbiome_Alphafusellovirus",0
"microbiome_Alphapapillomavirus",0
"microbiome_Alphapartitivirus",0
"microbiome_Alpharetrovirus",0
"microbiome_Alphatorquevirus",0
"microbiome_Alphavirus",0
"microbiome_Altererythrobacter",0
"microbiome_Altibacter",0
"microbiome_Alysiella",0
"microbiome_Amantichitinum",0
"microbiome_Ambidensovirus",0
"microbiome_Aminobacter",0
"microbiome_Aminobacterium",0
"microbiome_Aminomonas",0
"microbiome_Ammonifex",0
"microbiome_Amorphus",0
"microbiome_Ampelovirus",0
"microbiome_Amphibacillus",0
"microbiome_Amphritea",0
"microbiome_Amycolatopsis",0
"microbiome_Amycolicicoccus",0
"microbiome_Anaerobacillus",0
"microbiome_Anaerobaculum",0
"microbiome_Anaerococcus",0
"microbiome_Anaerofustis",0
"microbiome_Anaerolinea",0
"microbiome_Anaeromusa",0
"microbiome_Anaerophaga",0
"microbiome_Anaerosporomusa",0
"microbiome_Anaerostipes",0
"microbiome_Anaerotruncus",0
"microbiome_Anaerovibrio",0
"microbiome_Anaplasma",0
"microbiome_Andreprevotia",0
"microbiome_Andromedalikevirus",0
"microbiome_Aneurinibacillus",0
"microbiome_Angustibacter",0
"microbiome_Anoxybacillus",0
"microbiome_Aparavirus",0
"microbiome_Apibacter",0
"microbiome_Aquamavirus",0
"microbiome_Aquamicrobium",0
"microbiome_Aquimarina",0
"microbiome_Aquincola",0
"microbiome_Aquitalea",0
"microbiome_Arcanobacterium",0
"microbiome_Archangium",0
"microbiome_Arcobacter",0
"microbiome_Arcticibacter",0
"microbiome_Ardenticatena",0
"microbiome_Arenavirus",0
"microbiome_Arenibacter",0
"microbiome_Arenimonas",0
"microbiome_Arenitalea",0
"microbiome_Arhodomonas",0
"microbiome_Aromatoleum",0
"microbiome_Arsenicicoccus",0
"microbiome_Arsenophonus",0
"microbiome_Arsukibacterium",0
"microbiome_Asaia",0
"microbiome_Asanoa",0
"microbiome_Aureimonas",0
"microbiome_Aureispira",0
"microbiome_Austwickia",0
"microbiome_Avastrovirus",0
"microbiome_Azohydromonas",0
"microbiome_Azonexus",0
"microbiome_Azorhizobium",0
"microbiome_Azotobacter",0
"microbiome_Azovibrio",0
"microbiome_Bacilladnavirus",0
"microbiome_Bacteriovorax",0
"microbiome_Bacteroides",0
"microbiome_Bafinivirus",0
"microbiome_Balneatrix",0
"microbiome_Balneola",0
"microbiome_Barnyardlikevirus",0
"microbiome_Basfia",0
"microbiome_Basilea",0
"microbiome_Batrachovirus",0
"microbiome_Bcep22likevirus",0
"microbiome_Beggiatoa",0
"microbiome_Belliella",0
"microbiome_Bellilinea",0
"microbiome_Belnapia",0
"microbiome_Bermanella",0
"microbiome_Betacoronavirus",0
"microbiome_Betaentomopoxvirus",0
"microbiome_Betapapillomavirus",0
"microbiome_Betapartitivirus",0
"microbiome_Betaretrovirus",0
"microbiome_Betatorquevirus",0
"microbiome_Bibersteinia",0
"microbiome_Bicaudavirus",0
"microbiome_Blastochloris",0
"microbiome_Blastococcus",0
"microbiome_Blastomonas",0
"microbiome_Blastopirellula",0
"microbiome_Blautia",0
"microbiome_Bordetella",0
"microbiome_Brachybacterium",0
"microbiome_Brachymonas",0
"microbiome_Brackiella",0
"microbiome_Bracovirus",0
"microbiome_Brenneria",0
"microbiome_Bromovirus",0
"microbiome_Brucella",0
"microbiome_Bryobacter",0
"microbiome_Bulleidia",0
"microbiome_Butyricicoccus",0
"microbiome_Butyrivibrio",0
"microbiome_Caballeronia",0
"microbiome_Caedibacter",0
"microbiome_Caenimonas",0
"microbiome_Caenispirillum",0
"microbiome_Cafeteriavirus",0
"microbiome_Caldalkalibacillus",0
"microbiome_Caldanaerobacter",0
"microbiome_Caldanaerobius",0
"microbiome_Caldibacillus",0
"microbiome_Caldicellulosiruptor",0
"microbiome_Caldicoprobacter",0
"microbiome_Caldilinea",0
"microbiome_Caldimicrobium",0
"microbiome_Caldimonas",0
"microbiome_Caldisericum",0
"microbiome_Calditerrivibrio",0
"microbiome_Caloramator",0
"microbiome_Caminibacter",0
"microbiome_Campylobacter",0
"microbiome_Candidatus_Accumulibacter",0
"microbiome_Candidatus_Amoebophilus",0
"microbiome_Candidatus_Aquiluna",0
"microbiome_Candidatus_Arthromitus",0
"microbiome_Candidatus_Atelocyanobacterium",0
"microbiome_Candidatus_Babela",0
"microbiome_Candidatus_Brocadia",0
"microbiome_Candidatus_Cloacimonas",0
"microbiome_Candidatus_Competibacter",0
"microbiome_Candidatus_Contendobacter",0
"microbiome_Candidatus_Desulforudis",0
"microbiome_Candidatus_Endolissoclinum",0
"microbiome_Candidatus_Evansia",0
"microbiome_Candidatus_Halobonum",0
"microbiome_Candidatus_Hepatobacter",0
"microbiome_Candidatus_Ishikawaella",0
"microbiome_Candidatus_Korarchaeum",0
"microbiome_Candidatus_Koribacter",0
"microbiome_Candidatus_Magnetobacterium",0
"microbiome_Candidatus_Methanomethylophilus",0
"microbiome_Candidatus_Methanoperedens",0
"microbiome_Candidatus_Methylopumilus",0
"microbiome_Candidatus_Microthrix",0
"microbiome_Candidatus_Midichloria",0
"microbiome_Candidatus_Moranella",0
"microbiome_Candidatus_Nasuia",0
"microbiome_Candidatus_Neoehrlichia",0
"microbiome_Candidatus_Nitrosoarchaeum",0
"microbiome_Candidatus_Nitrosopelagicus",0
"microbiome_Candidatus_Nitrosotenuis",0
"microbiome_Candidatus_Odyssella",0
"microbiome_Candidatus_Paracaedibacter",0
"microbiome_Candidatus_Phaeomarinobacter",0
"microbiome_Candidatus_Photodesmus",0
"microbiome_Candidatus_Portiera",0
"microbiome_Candidatus_Profftella",0
"microbiome_Candidatus_Puniceispirillum",0
"microbiome_Candidatus_Regiella",0
"microbiome_Candidatus_Riesia",0
"microbiome_Candidatus_Ruthia",0
"microbiome_Candidatus_Soleaferrea",0
