"","coefficient"
"RNF43",0
"RNF8",0
"RNH1",0
"ROBO1",0
"ROBO2",0
"ROCK1",0
"ROR2",0
"ROS1",0
"RPA1",0
"RPL10",0
"RPL11",0
"RPL22",0
"RPL23",0
"RPL5",0
"RPN1",0
"RPRM",0
"RPS6KA2",0
"RPS6KA3",0
"RPS6KA6",0
"RQCD1",0
"RRAS",0
"RRAS2",0
"RSF1",0
"RSPO2",0
"RSPO3",0
"RTN4",0
"RTN4IP1",0
"RUNX1",0
"RUNX1T1",0
"RUNX2",0
"RUNX3",0
"RXRA",0
"S100A11",0
"S100A2",0
"S100A4",0
"S100A7",0
"S100A8",0
"SAA1",0
"SAFB",0
"SAFB2",0
"SAG",0
"SALL2",0
"SALL4",0
"SAMD9L",0
"SART3",0
"SASH1",0
"SATB1",0
"SBDS",0
"SBSN",0
"SCAF4",0
"SCRIB",0
"SCUBE2",0
"SCYL1",0
"SDC4",0
"SDHA",0
"SDHAF2",0
"SDHB",0
"SDHC",0
"SDHD",0
"SEC14L2",0
"SEC62",0
"SELENBP1",0
"SEMA3B",0
"SEMA3F",0
"SEPT4",0
"SEPT5",0
"SEPT6",0
"SEPT9",0
"SERPINB5",0
"SERPINI2",0
"SERTAD1",0
"SERTAD2",0
"SERTAD3",0
"SET",0
"SETBP1",0
"SETD2",0
"SETDB1",0
"SF1",0
"SF3B1",0
"SFN",0
"SFPQ",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SGK1",0
"SGMS1",0
"SH2B3",0
"SH3GL1",0
"SH3GLB1",0
"SHISA3",0
"SHPRH",0
"SHQ1",0
"SIAH1",0
"SIK1",0
"SIN3A",0
"SIRPA",0
"SIRT1",0
"SIRT2",0
"SIRT3",0
"SIRT4",0
"SIRT6",0
"SIX1",0
"SIX2",0
"SKI",0
"SKIL",0
"SKP2",0
"SLC12A5",0
"SLC34A2",0
"SLC39A1",0
"SLC39A4",0
"SLC3A2",0
"SLC45A3",0
"SLC5A8",0
"SLC9A3R1",0
"SLIT2",0
"SLX4",0
"SMAD2",0
"SMAD3",0
"SMAD4",0
"SMARCA1",0
"SMARCA2",0
"SMARCA4",0
"SMARCB1",0
"SMARCC1",0
"SMARCD1",0
"SMARCE1",0
"SMC1A",0
"SMC3",0
"SMCHD1",0
"SMO",0
"SMR3B",0
"SMURF1",0
"SMYD4",0
"SNAI1",0
"SNCG",0
"SND1",0
"SNX29",0
"SOCS3",0
"SOD2",0
"SOS1",0
"SOX1",0
"SOX15",0
"SOX17",0
"SOX2",0
"SOX4",0
"SOX7",0
"SOX9",0
"SP100",0
"SPAG9",0
"SPARC",0
"SPARCL1",0
"SPATA4",0
"SPECC1",0
"SPEN",0
"SPI1",0
"SPINK7",0
"SPINT2",0
"SPOP",0
"SPRY2",0
"SPRY4",0
"SPTA1",0
"SPTAN1",0
"SPTBN1",0
"SQSTM1",0
"SRC",0
"SREBF1",0
"SRGAP3",0
"SRPX",0
"SRSF1",0
"SRSF2",0
"SRSF3",0
"SRSF6",0
"SS18",0
"SS18L1",0
"SSBP2",0
"SSX1",0
"ST13",0
"ST20",0
"ST5",0
"ST7",0
"STAG1",0
"STAG2",0
"STARD13",0
"STAT1",0
"STAT3",0
"STAT5A",0
"STAT5B",0
"STAT6",0
"STIL",0
"STK10",0
"STK11",0
"STRA6",0
"STRADA",0
"STRN",0
"STUB1",0
"STYK1",0
"SUFU",0
"SUZ12",0
"SWAP70",0
"SYK",0
"SYNM",0
"SYNPO2",0
"SYT1",0
"SYT13",0
"TAC1",0
"TACSTD2",0
"TAF1",0
"TAF15",0
"TAGLN",0
"TAL1",0
"TAL2",0
"TALDO1",0
"TANK",0
"TAT",0
"TAZ",0
"TBC1D1",0
"TBC1D15",0
"TBC1D3",0
"TBC1D3C",0
"TBC1D7",0
"TBL1XR1",0
"TBL2",0
"TBRG1",0
"TBX2",0
"TBX3",0
"TBX5",0
"TCEA1",0
"TCEB1",0
"TCEB3",0
"TCF12",0
"TCF3",0
"TCF4",0
"TCF7L2",0
"TCHP",0
"TCL1A",0
"TCL1B",0
"TCL6",0
"TCP1",0
"TDGF1",0
"TEC",0
"TERT",0
"TES",0
"TET1",0
"TET2",0
"TFAP2A",0
"TFCP2",0
"TFE3",0
"TFEB",0
"TFG",0
"TFPI2",0
"TFPT",0
"TFRC",0
"TGFB1",0
"TGFBI",0
"TGFBR2",0
"TGFBR3",0
"TGIF1",0
"TGM3",0
"THBD",0
"THBS1",0
"THRA",0
"THRAP3",0
"THRB",0
"THSD1",0
"THY1",0
"TIMP3",0
"TKTL1",0
"TLE1",0
"TLR4",0
"TLX1",0
"TLX3",0
"TMEFF1",0
"TMEFF2",0
"TMEM127",0
"TMEM140",0
"TMPRSS11A",0
"TMPRSS2",0
"TMPRSS6",0
"TMSB4X",0
"TNC",0
"TNFAIP3",0
"TNFAIP8L2",0
"TNFRSF10A",0
"TNFRSF10B",0
"TNFRSF12A",0
"TNFRSF14",0
"TNFRSF17",0
"TNFRSF18",0
"TNFRSF1B",0
"TNFSF12",0
"TNFSF9",0
"TNK1",0
"TNS4",0
"TOM1L2",0
"TOP1",0
"TOPORS",0
"TP53",0
"TP53BP1",0
"TP53BP2",0
"TP53INP1",0
"TP63",0
"TP73",0
"TPD52",0
"TPM3",0
"TPM4",0
"TPR",0
"TPTE2",0
"TRAF3",0
"TRAF6",0
"TRAF7",0
"TREH",0
"TREX2",0
"TRIB1",0
"TRIB2",0
"TRIM13",0
"TRIM15",0
"TRIM24",0
"TRIM27",0
"TRIM28",0
"TRIM3",0
"TRIM31",0
"TRIM32",0
"TRIM33",0
"TRIM35",0
"TRIM62",0
"TRIM8",0
"TRIO",0
"TRIP11",0
"TRIP6",0
"TRIT1",0
"TRRAP",0
"TSC1",0
"TSC2",0
"TSC22D1",0
"TSG101",0
"TSHR",0
"TSLP",0
"TSPAN1",0
"TSPAN13",0
"TSPAN32",0
"TSPY1",0
"TSSC4",0
"TTC4",0
"TTF1",0
"TWIST1",0
"TXN",0
"TXNIP",0
"TYMS",0
"TYRP1",0
"U2AF1",0
"UBE2C",0
"UBE3C",0
"UBE4B",0
"UBIAD1",0
"UBR5",0
"UCHL1",0
"UFL1",0
"UHRF1",0
"UHRF2",0
"UIMC1",0
"UNC5A",0
"UNC5B",0
"UNC5C",0
"UNC5D",0
"UNCX",0
"URI1",0
"USP12",0
"USP22",0
"USP33",0
"USP4",0
"USP44",0
"USP6",0
"USP8",0
"USP9X",0
"UVRAG",0
"VAV1",0
"VAV2",0
"VAV3",0
"VDR",0
"VEGFA",0
"VEZT",0
"VHL",0
"VIL1",0
"VIM",0
"VPS53",0
"VSNL1",0
"VTI1A",0
"VTRNA2.1",0
"VWA5A",0
"WAS",0
"WDR11",0
"WDR48",0
"WHSC1",0
"WHSC1L1",0
"WIF1",0
"WISP1",0
"WISP3",0
"WNK2",0
"WNT10A",0
"WNT10B",0
"WNT11",0
"WNT2",0
"WNT3",0
"WNT5A",0
"WNT7A",0
"WRN",0
"WT1",0
"WWOX",0
"WWTR1",0
"XAF1",0
"XIAP",0
"XIST",0
"XPA",0
"XPC",0
"XPO1",0
"XPO5",0
"XRCC5",0
"YAP1",0
"YBX1",0
"YEATS4",0
"YES1",0
"YPEL3",0
"YWHAE",0
"YWHAG",0
"YWHAQ",0
"YWHAZ",0
"YY1",0
"YY1AP1",0
"ZBTB16",0
"ZBTB18",0
"ZBTB20",0
"ZBTB4",0
"ZBTB48",0
"ZBTB7A",0
"ZBTB7B",0
"ZBTB7C",0
"ZC3H10",0
"ZC3H12A",0
"ZCCHC12",0
"ZCCHC8",0
"ZDHHC2",0
"ZEB1",0
"ZFAND4",0
"ZFHX3",0
"ZFP36",0
"ZFP36L1",0
"ZFP36L2",0
"ZFP82",0
"ZHX2",0
"ZIC1",0
"ZIC2",0
"ZMYM2",0
"ZMYM3",0
"ZMYND10",0
"ZMYND11",0
"ZNF133",0
"ZNF185",0
"ZNF217",0
"ZNF268",0
"ZNF292",0
"ZNF331",0
"ZNF366",0
"ZNF382",0
"ZNF384",0
"ZNF429",0
"ZNF479",0
"ZNF521",0
"ZNF668",0
"ZNF703",0
"ZNF750",0
"ZNHIT6",0
"ZNRF3",0
"ZRSR2",0
"ZYX",0
"microbiome_Acaricomes",0
"microbiome_Acaryochloris",0
"microbiome_Acetivibrio",0
"microbiome_Acetobacter",0
"microbiome_Acetohalobium",0
"microbiome_Acetonema",0
"microbiome_Acholeplasma",0
"microbiome_Achromobacter",0
"microbiome_Acidaminococcus",0
"microbiome_Acidihalobacter",0
"microbiome_Acidimicrobium",0
"microbiome_Acidithiobacillus",0
"microbiome_Acidithrix",0
"microbiome_Acidobacterium",0
"microbiome_Acidocella",0
"microbiome_Acidothermus",0
"microbiome_Aciduliprofundum",0
"microbiome_Actibacterium",0
"microbiome_Actinoalloteichus",0
"microbiome_Actinobacillus",0
"microbiome_Actinobaculum",0
"microbiome_Actinocatenispora",0
"microbiome_Actinokineospora",0
"microbiome_Actinomadura",0
"microbiome_Actinomyces",0
"microbiome_Actinomycetospora",0
"microbiome_Actinoplanes",0
"microbiome_Actinopolymorpha",0
"microbiome_Actinopolyspora",0
"microbiome_Actinospica",0
"microbiome_Actinosynnema",0
"microbiome_Actinotalea",0
"microbiome_Actinotignum",0
"microbiome_Adhaeribacter",0
"microbiome_Adlercreutzia",0
"microbiome_Advenella",0
"microbiome_Aeribacillus",0
"microbiome_Aerococcus",0
"microbiome_Aeromonas",0
"microbiome_Aestuariimicrobium",0
"microbiome_Aestuariivita",0
"microbiome_Afifella",0
"microbiome_Agarivorans",0
"microbiome_Aggregatibacter",0
"microbiome_Agreia",0
"microbiome_Agrobacterium",0
"microbiome_Agrococcus",0
"microbiome_Agromyces",0
"microbiome_Ahrensia",0
"microbiome_Alfamovirus",0
"microbiome_Algibacter",0
"microbiome_Algicola",0
"microbiome_Algiphilus",0
"microbiome_Algoriphagus",0
"microbiome_Aliagarivorans",0
"microbiome_Alicycliphilus",0
"microbiome_Alicyclobacillus",0
"microbiome_Aliiglaciecola",0
"microbiome_Aliihoeflea",0
"microbiome_Aliiroseovarius",0
"microbiome_Alishewanella",0
"microbiome_Alistipes",0
"microbiome_Aliterella",0
"microbiome_Alkalibacterium",0
"microbiome_Alkaliflexus",0
"microbiome_Alkalilimnicola",0
"microbiome_Alkanindiges",0
"microbiome_Allexivirus",0
"microbiome_Alloactinosynnema",0
"microbiome_Allobaculum",0
"microbiome_Allochromatium",0
"microbiome_Allofustis",0
"microbiome_Alloiococcus",0
"microbiome_Allokutzneria",0
"microbiome_Alloprevotella",0
"microbiome_Allosalinactinospora",0
"microbiome_Alphacoronavirus",0
"microbiome_Alphaentomopoxvirus",0
"microbiome_Alphafusellovirus",0
"microbiome_Alphapapillomavirus",0
"microbiome_Alphapartitivirus",0
"microbiome_Alpharetrovirus",0
"microbiome_Alphatorquevirus",0
"microbiome_Alphavirus",0
"microbiome_Altererythrobacter",0
"microbiome_Altibacter",0
"microbiome_Alysiella",0
"microbiome_Amantichitinum",0
"microbiome_Ambidensovirus",0
"microbiome_Aminobacter",0
"microbiome_Aminobacterium",0
"microbiome_Aminomonas",0
"microbiome_Ammonifex",0
"microbiome_Amorphus",0
"microbiome_Ampelovirus",0
"microbiome_Amphibacillus",0
"microbiome_Amphritea",0
"microbiome_Amycolatopsis",0
"microbiome_Amycolicicoccus",0
"microbiome_Anaerobacillus",0
"microbiome_Anaerobaculum",0
"microbiome_Anaerococcus",0
"microbiome_Anaerofustis",0
"microbiome_Anaerolinea",0
"microbiome_Anaeromusa",0
"microbiome_Anaerophaga",0
"microbiome_Anaerosporomusa",0
"microbiome_Anaerostipes",0
"microbiome_Anaerotruncus",0
"microbiome_Anaerovibrio",0
"microbiome_Anaplasma",0
"microbiome_Andreprevotia",0
"microbiome_Andromedalikevirus",0
"microbiome_Aneurinibacillus",0
"microbiome_Angustibacter",0
"microbiome_Anoxybacillus",0
"microbiome_Aparavirus",0
"microbiome_Apibacter",0
"microbiome_Aquamavirus",0
"microbiome_Aquamicrobium",0
"microbiome_Aquimarina",0
"microbiome_Aquincola",0
"microbiome_Aquitalea",0
"microbiome_Arcanobacterium",0
"microbiome_Archangium",0
"microbiome_Arcobacter",0
"microbiome_Arcticibacter",0
"microbiome_Ardenticatena",0
"microbiome_Arenavirus",0
"microbiome_Arenibacter",0
"microbiome_Arenimonas",0
"microbiome_Arenitalea",0
"microbiome_Arhodomonas",0
"microbiome_Aromatoleum",0
"microbiome_Arsenicicoccus",0
"microbiome_Arsenophonus",0
"microbiome_Arsukibacterium",0
"microbiome_Asaia",0
"microbiome_Asanoa",0
"microbiome_Aureimonas",0
"microbiome_Aureispira",0
"microbiome_Austwickia",0
"microbiome_Avastrovirus",0
"microbiome_Azohydromonas",0
"microbiome_Azonexus",0
"microbiome_Azorhizobium",0
"microbiome_Azotobacter",0
"microbiome_Azovibrio",0
"microbiome_Bacilladnavirus",0
"microbiome_Bacteriovorax",0
"microbiome_Bacteroides",0
"microbiome_Bafinivirus",0
"microbiome_Balneatrix",0
"microbiome_Balneola",0
"microbiome_Barnyardlikevirus",0
"microbiome_Basfia",0
"microbiome_Basilea",0
"microbiome_Batrachovirus",0
"microbiome_Bcep22likevirus",0
"microbiome_Beggiatoa",0
"microbiome_Belliella",0
"microbiome_Bellilinea",0
"microbiome_Belnapia",0
"microbiome_Bermanella",0
"microbiome_Betacoronavirus",0
"microbiome_Betaentomopoxvirus",0
"microbiome_Betapapillomavirus",0
"microbiome_Betapartitivirus",0
"microbiome_Betaretrovirus",0
"microbiome_Betatorquevirus",0
"microbiome_Bibersteinia",0
"microbiome_Bicaudavirus",0
"microbiome_Blastochloris",0
"microbiome_Blastococcus",0
"microbiome_Blastomonas",0
"microbiome_Blastopirellula",0
"microbiome_Blautia",0
"microbiome_Bordetella",0
"microbiome_Brachybacterium",0
"microbiome_Brachymonas",0
"microbiome_Brackiella",0
"microbiome_Bracovirus",0
"microbiome_Brenneria",0
"microbiome_Bromovirus",0
"microbiome_Brucella",0
"microbiome_Bryobacter",0
"microbiome_Bulleidia",0
"microbiome_Butyricicoccus",0
"microbiome_Butyrivibrio",0
"microbiome_Caballeronia",0
"microbiome_Caedibacter",0
"microbiome_Caenimonas",0
"microbiome_Caenispirillum",0
"microbiome_Cafeteriavirus",0
"microbiome_Caldalkalibacillus",0
"microbiome_Caldanaerobacter",0
"microbiome_Caldanaerobius",0
"microbiome_Caldibacillus",0
"microbiome_Caldicellulosiruptor",0
"microbiome_Caldicoprobacter",0
"microbiome_Caldilinea",0
"microbiome_Caldimicrobium",0
"microbiome_Caldimonas",0
"microbiome_Caldisericum",0
"microbiome_Calditerrivibrio",0
"microbiome_Caloramator",0
"microbiome_Caminibacter",0
"microbiome_Campylobacter",0
"microbiome_Candidatus_Accumulibacter",0
"microbiome_Candidatus_Amoebophilus",0
"microbiome_Candidatus_Aquiluna",0
"microbiome_Candidatus_Arthromitus",0
"microbiome_Candidatus_Atelocyanobacterium",0
"microbiome_Candidatus_Babela",0
"microbiome_Candidatus_Brocadia",0
"microbiome_Candidatus_Cloacimonas",0
"microbiome_Candidatus_Competibacter",0
"microbiome_Candidatus_Contendobacter",0
"microbiome_Candidatus_Desulforudis",0
"microbiome_Candidatus_Endolissoclinum",0
"microbiome_Candidatus_Evansia",0
"microbiome_Candidatus_Halobonum",0
"microbiome_Candidatus_Hepatobacter",0
"microbiome_Candidatus_Ishikawaella",0
"microbiome_Candidatus_Korarchaeum",0
"microbiome_Candidatus_Koribacter",0
"microbiome_Candidatus_Magnetobacterium",0
"microbiome_Candidatus_Methanomethylophilus",0
"microbiome_Candidatus_Methanoperedens",0
"microbiome_Candidatus_Methylopumilus",0
"microbiome_Candidatus_Microthrix",0
"microbiome_Candidatus_Midichloria",0
"microbiome_Candidatus_Moranella",0
"microbiome_Candidatus_Nasuia",0
"microbiome_Candidatus_Neoehrlichia",0
"microbiome_Candidatus_Nitrosoarchaeum",0
"microbiome_Candidatus_Nitrosopelagicus",0
"microbiome_Candidatus_Nitrosotenuis",0
"microbiome_Candidatus_Odyssella",0
"microbiome_Candidatus_Paracaedibacter",0
"microbiome_Candidatus_Phaeomarinobacter",0
"microbiome_Candidatus_Photodesmus",0
"microbiome_Candidatus_Portiera",0
"microbiome_Candidatus_Profftella",0
"microbiome_Candidatus_Puniceispirillum",0
"microbiome_Candidatus_Regiella",0
"microbiome_Candidatus_Riesia",0
"microbiome_Candidatus_Ruthia",0
"microbiome_Candidatus_Soleaferrea",0
"microbiome_Candidatus_Solibacter",0
"microbiome_Candidatus_Stoquefichus",0
"microbiome_Candidatus_Sulcia",0
"microbiome_Candidatus_Symbiobacter",0
"microbiome_Candidatus_Tachikawaea",0
"microbiome_Candidatus_Xiphinematobacter",0
"microbiome_Capnocytophaga",0
"microbiome_Capripoxvirus",0
"microbiome_Carboxydothermus",0
"microbiome_Cardiobacterium",0
"microbiome_Carlavirus",0
"microbiome_Carnimonas",0
"microbiome_Casaltella",0
"microbiome_Castellaniella",0
"microbiome_Catellicoccus",0
"microbiome_Catelliglobosispora",0
"microbiome_Catenovulum",0
"microbiome_Catenulispora",0
"microbiome_Catenuloplanes",0
"microbiome_Catonella",0
"microbiome_Caulimovirus",0
"microbiome_Cavemovirus",0
"microbiome_Cecembia",0
"microbiome_Celeribacter",0
"microbiome_Cellulomonas",0
"microbiome_Cellulosilyticum",0
"microbiome_Cellvibrio",0
"microbiome_Centipeda",0
"microbiome_Cephaloticoccus",0
"microbiome_Cervidpoxvirus",0
"microbiome_Cesiribacter",0
"microbiome_Cetobacterium",0
"microbiome_Chania",0
"microbiome_Chelativorans",0
"microbiome_Chelatococcus",0
"microbiome_Chelonobacter",0
"microbiome_Chitinibacter",0
"microbiome_Chitinilyticum",0
"microbiome_Chitinimonas",0
"microbiome_Chitiniphilus",0
"microbiome_Chitinispirillum",0
"microbiome_Chitinivibrio",0
"microbiome_Chlamydia",0
"microbiome_Chloracidobacterium",0
"microbiome_Chlorobaculum",0
"microbiome_Chloroflexus",0
"microbiome_Chlorogloeopsis",0
"microbiome_Chloroherpeton",0
"microbiome_Chlorovirus",0
"microbiome_Chondromyces",0
"microbiome_Christensenella",0
"microbiome_Chromobacterium",0
"microbiome_Chromohalobacter",0
"microbiome_Chroococcidiopsis",0
"microbiome_Chrysiogenes",0
"microbiome_Chthonomonas",0
"microbiome_Citreicella",0
"microbiome_Citricoccus",0
"microbiome_Citrobacter",0
"microbiome_Citromicrobium",0
"microbiome_Clavibacter",0
"microbiome_Cloacibacillus",0
"microbiome_Closterovirus",0
"microbiome_Cobetia",0
"microbiome_Cohnella",0
"microbiome_Coleofasciculus",0
"microbiome_Collimonas",0
"microbiome_Collinsella",0
"microbiome_Colwellia",0
"microbiome_Comovirus",0
"microbiome_Conexibacter",0
"microbiome_Confluentimicrobium",0
"microbiome_Congregibacter",0
"microbiome_Coprobacillus",0
"microbiome_Coprobacter",0
"microbiome_Coprococcus",0
"microbiome_Coprothermobacter",0
"microbiome_Coraliomargarita",0
"microbiome_Corallococcus",0
"microbiome_Coriobacterium",0
"microbiome_Cosenzaea",0
"microbiome_Cp220likevirus",0
"microbiome_Crenobacter",0
"microbiome_Criblamydia",0.525289512221895
"microbiome_Crinivirus",0
"microbiome_Cripavirus",0
"microbiome_Croceibacter",0
"microbiome_Croceicoccus",0
"microbiome_Crocinitomix",0
"microbiome_Crocosphaera",0
"microbiome_Cronobacter",0
"microbiome_Cryobacterium",0
"microbiome_Cryocola",0
"microbiome_Cryptobacterium",0
"microbiome_Cryptosporangium",0
"microbiome_Cucumibacter",0
"microbiome_Cucumovirus",0
"microbiome_Cyanobacterium",0
"microbiome_Cyanobium",0
"microbiome_Cyclobacterium",0
"microbiome_Cycloclasticus",0
"microbiome_Cylindrospermopsis",0
"microbiome_Cytomegalovirus",0
"microbiome_Dactylococcopsis",0
"microbiome_Dactylosporangium",0
"microbiome_Dasania",0
"microbiome_Dechloromonas",0
"microbiome_Deefgea",0
"microbiome_Deferribacter",0
"microbiome_Deferrisoma",0
"microbiome_Defluviimonas",0
"microbiome_Defluviitoga",0
"microbiome_Dehalococcoides",0
"microbiome_Dehalogenimonas",0
"microbiome_Deltabaculovirus",0
"microbiome_Demequina",0
"microbiome_Demetria",0
"microbiome_Denitrobacterium",0
"microbiome_Denitrovibrio",0
"microbiome_Dermabacter",0
"microbiome_Dermacoccus",0
"microbiome_Dermatophilus",0
"microbiome_Derxia",0
"microbiome_Desmospora",0
"microbiome_Desulfarculus",0
"microbiome_Desulfatibacillum",0
"microbiome_Desulfatiglans",0
"microbiome_Desulfatirhabdium",0
"microbiome_Desulfatitalea",0
"microbiome_Desulfitibacter",0
"microbiome_Desulfobacca",0
"microbiome_Desulfobacter",0
"microbiome_Desulfobacula",0
"microbiome_Desulfobulbus",0
"microbiome_Desulfocapsa",0
"microbiome_Desulfocarbo",0
"microbiome_Desulfococcus",0
"microbiome_Desulfocurvus",0
"microbiome_Desulfohalobium",0
"microbiome_Desulfomicrobium",0
"microbiome_Desulfomonile",0
"microbiome_Desulfonatronospira",0
"microbiome_Desulfonatronovibrio",0
"microbiome_Desulfonatronum",0
"microbiome_Desulforegula",0
"microbiome_Desulfosarcina",0
"microbiome_Desulfospira",0
"microbiome_Desulfotalea",0
"microbiome_Desulfotomaculum",0
"microbiome_Desulfovermiculus",0
"microbiome_Desulfovibrio",0
"microbiome_Desulfurella",0
"microbiome_Desulfurispirillum",0
"microbiome_Desulfurispora",0
"microbiome_Desulfurivibrio",0
"microbiome_Desulfurobacterium",0
"microbiome_Desulfuromonas",0
"microbiome_Dethiobacter",0
"microbiome_Dethiosulfatarculus",0
"microbiome_Dethiosulfovibrio",0
"microbiome_Dialister",0
"microbiome_Diaphorobacter",0
"microbiome_Dichelobacter",0
"microbiome_Dicipivirus",0
"microbiome_Dickeya",0
"microbiome_Dictyoglomus",0
"microbiome_Dielma",0
"microbiome_Dinoroseobacter",0
"microbiome_Diplosphaera",0
"microbiome_Dokdonella",0
"microbiome_Dolichospermum",0
"microbiome_Dolosigranulum",0
"microbiome_Domibacillus",0
"microbiome_Dongia",0
"microbiome_Dorea",0
"microbiome_Draconibacterium",0
"microbiome_Dyella",0
"microbiome_Dyopipapillomavirus",0
"microbiome_Echinicola",0
"microbiome_Ectothiorhodospira",0
"microbiome_Effusibacillus",0
"microbiome_Eggerthella",0
"microbiome_Eggerthia",0
"microbiome_Ehrlichia",0
"microbiome_Eikenella",0
"microbiome_Elioraea",0
"microbiome_Elizabethkingia",0
"microbiome_Elusimicrobium",0
"microbiome_Emaravirus",0
"microbiome_Emticicia",0
"microbiome_Endomicrobium",0
"microbiome_Endornavirus",0
"microbiome_Enorma",0
"microbiome_Enteractinococcus",0
"microbiome_Enterococcus",0
"microbiome_Enterorhabdus",0
"microbiome_Enterovirus",0
"microbiome_Entomoplasma",0
"microbiome_Epilithonimonas",0
"microbiome_Epulopiscium",0
"microbiome_Eremococcus",0
"microbiome_Erwinia",0
"microbiome_Erysipelatoclostridium",0
"microbiome_Erythrobacter",0
"microbiome_Ethanoligenens",0
"microbiome_Eubacterium",0
"microbiome_Eudoraea",0
"microbiome_Euryhalocaulis",0
"microbiome_Ewingella",0
"microbiome_Exiguobacterium",0
"microbiome_Fabavirus",0
"microbiome_Faecalibacterium",0
"microbiome_Faecalibaculum",0
"microbiome_Faecalicoccus",0
"microbiome_Falsirhodobacter",0
"microbiome_Fangia",0
"microbiome_Ferrimicrobium",0
"microbiome_Ferrimonas",0
"microbiome_Ferriphaselus",0
"microbiome_Ferroplasma",0
"microbiome_Ferrovum",0
"microbiome_Fervidicella",0
"microbiome_Fervidobacterium",0
"microbiome_Fibrella",0
"microbiome_Fibrobacter",0
"microbiome_Fictibacillus",0
"microbiome_Filifactor",0
"microbiome_Filomicrobium",0
"microbiome_Fimbriimonas",0
"microbiome_Finegoldia",0
"microbiome_Flagellimonas",0
"microbiome_Flammeovirga",0
"microbiome_Flaviflexus",0
"microbiome_Flavihumibacter",0
"microbiome_Flaviramulus",0
"microbiome_Flavisolibacter",0
"microbiome_Flavivirus",0
"microbiome_Flavonifractor",0
"microbiome_Flectobacillus",0
"microbiome_Flexibacter",0
"microbiome_Flexilinea",0
"microbiome_Flexistipes",0
"microbiome_Flexithrix",0
"microbiome_Fluoribacter",0
"microbiome_Fluviicola",0
"microbiome_Fodinicurvata",0
"microbiome_Francisella",0
"microbiome_Franconibacter",0
"microbiome_Frankia",0
"microbiome_Frateuria",0
"microbiome_Frigoribacterium",0
"microbiome_Frischella",0
"microbiome_Frondihabitans",0
"microbiome_Fructobacillus",0
"microbiome_Fulvimarina",0
"microbiome_Fulvivirga",0
"microbiome_Furovirus",0
"microbiome_Gaetbulibacter",0
"microbiome_Galbibacter",0
"microbiome_Gallaecimonas",0
"microbiome_Gallibacterium",0
"microbiome_Gallionella",0
"microbiome_Gammacoronavirus",0
"microbiome_Gammapapillomavirus",0
"microbiome_Gammaretrovirus",0
"microbiome_Gammatorquevirus",0
"microbiome_Gayadomonas",0
"microbiome_Geminicoccus",0
"microbiome_Geminocystis",0
"microbiome_Gemmata",0
"microbiome_Gemmatimonas",0
"microbiome_Gemmatirosa",0
"microbiome_Gemmobacter",0
"microbiome_Geobacillus",0
"microbiome_Geobacter",0
"microbiome_Geofilum",0
"microbiome_Geoglobus",0
"microbiome_Geopsychrobacter",0
"microbiome_Geothrix",0
"microbiome_Geovibrio",0
"microbiome_Gilliamella",0
"microbiome_Gimesia",0
"microbiome_Gloeobacter",0
"microbiome_Gluconacetobacter",0
"microbiome_Glycomyces",0
"microbiome_Gordonia",0
"microbiome_Gordonibacter",0
"microbiome_Gottschalkia",0
"microbiome_Gracilibacillus",0
"microbiome_Gracilimonas",0
"microbiome_Gramella",0
"microbiome_Granulibacter",0
"microbiome_Granulicatella",0
"microbiome_Granulicella",0
"microbiome_Granulicoccus",0
"microbiome_Grimontia",0
"microbiome_Gryllotalpicola",0
"microbiome_Gulosibacter",0
"microbiome_Gynuella",0
"microbiome_Haematobacter",0
"microbiome_Haematospirillum",0
"microbiome_Haemophilus",0
"microbiome_Hafnia",0
"microbiome_Hahella",0
"microbiome_Halalkalibacillus",0
"microbiome_Halalkalicoccus",0
"microbiome_Halanaeroarchaeum",0
"microbiome_Halanaerobium",0
"microbiome_Halapricum",0
"microbiome_Halarchaeum",0
"microbiome_Haliangium",0
"microbiome_Halioglobus",0
"microbiome_Haliscomenobacter",0
"microbiome_Hallella",0
"microbiome_Haloarcula",0
"microbiome_Halobacillus",0
"microbiome_Halobacteriovorax",0
"microbiome_Halobacterium",0
"microbiome_Halobacteroides",0
"microbiome_Halobellus",0
"microbiome_Halococcus",0
"microbiome_Halocynthiibacter",0
"microbiome_Haloferula",0
"microbiome_Haloglycomyces",0
"microbiome_Halogranum",0
"microbiome_Halolactibacillus",0
"microbiome_Halolamina",0
"microbiome_Halomicrobium",0
"microbiome_Halomonas",0
"microbiome_Halonatronum",0
"microbiome_Halopiger",0
"microbiome_Haloplasma",0
"microbiome_Halorhabdus",0
"microbiome_Halorhodospira",0
"microbiome_Halorubrum",0
"microbiome_Halosimplex",0
"microbiome_Halostagnicola",0
"microbiome_Halotalea",0
"microbiome_Haloterrigena",0
"microbiome_Halothermothrix",0
"microbiome_Halothiobacillus",0
"microbiome_Halovivax",0
"microbiome_Hamadaea",0
"microbiome_Hapalosiphon",0
"microbiome_Hassallia",0
"microbiome_Helcobacillus",0
"microbiome_Helcococcus",0
"microbiome_Helicobacter",0
"microbiome_Heliobacterium",0
"microbiome_Hellea",0
"microbiome_Henriciella",0
"microbiome_Hepacivirus",0
"microbiome_Hepatovirus",0
"microbiome_Herbiconiux",0
